transaction_id,customer_id,date,service_name,amount,estimated_margin_pct,quantity
TXN-00982,CUST-0136,2024-11-03,Consultation Fee,622.83,32.0,1
TXN-00983,CUST-0130,2024-12-27,Executive Coaching,8378.15,35.0,1
TXN-00984,CUST-0064,2025-11-20,Telemedicine Plan,907.29,28.0,2
TXN-00985,CUST-0120,2025-11-20,PPC Campaign,12080.66,18.0,1
TXN-00986,CUST-0087,2025-07-16,Bulk Order,49103.17,12.0,1
TXN-00987,CUST-0074,2025-03-13,Contract Review,6344.6,30.0,1
TXN-00988,CUST-0180,2025-12-02,Subscription Box,157.3,20.0,1
TXN-00989,CUST-0101,2024-11-23,Property Management,2585.88,25.0,2
TXN-00990,CUST-0117,2025-06-14,Enterprise License,13703.88,35.0,3
TXN-00991,CUST-0135,2025-05-29,Product Sale,329.82,15.0,1
TXN-00992,CUST-0077,2025-12-19,Corporate Health,28728.36,22.0,1
TXN-00993,CUST-0074,2025-08-10,Litigation Support,32266.69,25.0,1
TXN-00994,CUST-0042,2025-01-17,Property Listing,3867.41,30.0,1
TXN-00995,CUST-0175,2025-12-13,Patient Consultation,390.57,30.0,1
TXN-00996,CUST-0006,2024-06-25,Corporate Training,28271.6,22.0,1
TXN-00997,CUST-0014,2025-04-29,Property Listing,3655.11,30.0,1
TXN-00998,CUST-0188,2024-06-17,Workshop Ticket,965.26,25.0,1
TXN-00999,CUST-0163,2024-05-13,Process Optimization,13359.46,22.0,1
TXN-01000,CUST-0147,2024-11-08,Executive Coaching,11910.77,35.0,1
TXN-01001,CUST-0088,2025-11-23,SEO Package,4988.01,20.0,1
TXN-01002,CUST-0008,2025-05-09,PPC Campaign,4528.62,18.0,1
TXN-01003,CUST-0133,2024-05-24,Product Sale,462.57,15.0,1
TXN-01004,CUST-0030,2025-08-20,SEO Package,2512.89,20.0,1
TXN-01005,CUST-0034,2025-03-16,Retainer,15305.86,28.0,2
TXN-01006,CUST-0062,2025-05-11,Litigation Support,27111.88,25.0,1
TXN-01007,CUST-0052,2024-04-28,Property Listing,3024.96,30.0,1
TXN-01008,CUST-0158,2025-04-03,Bulk Order,29863.18,12.0,1
TXN-01009,CUST-0152,2025-09-28,Hourly Consultation,336.56,35.0,1
TXN-01010,CUST-0173,2025-03-20,PPC Campaign,23669.52,18.0,1
TXN-01011,CUST-0065,2024-12-10,Premium Membership,354.68,18.0,1
TXN-01012,CUST-0135,2024-07-03,Subscription Box,174.14,20.0,1
TXN-01013,CUST-0180,2025-01-12,Bulk Order,39583.1,12.0,1
TXN-01014,CUST-0092,2024-12-04,Hourly Consultation,1685.03,35.0,1
TXN-01015,CUST-0086,2024-09-21,Enterprise License,49850.44,35.0,1
TXN-01016,CUST-0192,2025-08-15,Annual Subscription,5581.96,45.0,1
TXN-01017,CUST-0197,2024-07-16,Website Development,45529.36,25.0,1
TXN-01018,CUST-0017,2025-12-29,Process Optimization,15018.49,22.0,3
TXN-01019,CUST-0118,2025-10-18,Product Sale,430.99,15.0,1
TXN-01020,CUST-0052,2024-03-25,Valuation Report,2304.58,35.0,1
TXN-01021,CUST-0164,2024-05-19,Workshop Ticket,569.81,25.0,1
TXN-01022,CUST-0179,2025-07-29,Workshop Ticket,1468.75,25.0,3
TXN-01023,CUST-0183,2025-12-29,Course Enrollment,1422.87,20.0,1
TXN-01024,CUST-0153,2025-02-08,Telemedicine Plan,2443.6,28.0,2
TXN-01025,CUST-0148,2025-12-20,Bulk Order,16613.4,12.0,1
TXN-01026,CUST-0037,2024-04-01,Workshop Ticket,620.03,25.0,1
TXN-01027,CUST-0197,2024-10-04,PPC Campaign,8146.98,18.0,1
TXN-01028,CUST-0026,2025-03-23,Executive Coaching,13771.46,35.0,1
TXN-01029,CUST-0185,2025-12-29,Monthly Subscription,464.23,40.0,1
TXN-01030,CUST-0156,2025-12-03,Monthly Subscription,48.17,40.0,1
TXN-01031,CUST-0093,2025-12-18,Property Listing,1652.07,30.0,1
TXN-01032,CUST-0025,2025-02-04,Telemedicine Plan,944.37,28.0,1
TXN-01033,CUST-0038,2025-06-04,Annual Subscription,4932.59,45.0,1
TXN-01034,CUST-0115,2025-11-23,Property Management,1183.98,25.0,1
TXN-01035,CUST-0032,2024-11-10,PPC Campaign,24703.03,18.0,1
TXN-01036,CUST-0175,2025-05-26,Patient Consultation,462.67,30.0,1
TXN-01037,CUST-0005,2024-10-23,Social Media Mgmt,4175.45,22.0,1
TXN-01038,CUST-0053,2025-10-24,Annual Subscription,2027.95,45.0,1
TXN-01039,CUST-0037,2024-04-11,Corporate Training,11276.13,22.0,1
TXN-01040,CUST-0165,2025-11-20,Website Development,42094.07,25.0,1
TXN-01041,CUST-0081,2025-05-09,Monthly Subscription,222.18,40.0,3
TXN-01042,CUST-0095,2024-06-10,Subscription Box,38.87,20.0,1
TXN-01043,CUST-0057,2025-12-02,PPC Campaign,19049.66,18.0,1
TXN-01044,CUST-0175,2025-06-11,Corporate Health,29901.58,22.0,1
TXN-01045,CUST-0101,2024-07-16,Property Listing,4068.19,30.0,1
TXN-01046,CUST-0046,2025-09-07,Website Development,50360.15,25.0,1
TXN-01047,CUST-0096,2025-05-27,Executive Coaching,8100.55,35.0,1
TXN-01048,CUST-0129,2025-12-08,Hourly Consultation,640.2,35.0,1
TXN-01049,CUST-0168,2025-01-08,SEO Package,3224.31,20.0,1
TXN-01050,CUST-0099,2025-02-19,Contract Review,2952.8,30.0,1
TXN-01051,CUST-0117,2025-05-01,Enterprise License,37329.4,35.0,1
TXN-01052,CUST-0162,2024-11-04,Annual Subscription,3934.26,28.0,1
TXN-01053,CUST-0007,2024-06-13,Website Development,6855.98,25.0,1
TXN-01054,CUST-0127,2024-08-18,Enterprise License,26528.41,35.0,1
TXN-01055,CUST-0114,2025-10-08,Market Analysis,12190.88,28.0,1
TXN-01056,CUST-0124,2025-03-26,Consultation Fee,2228.42,32.0,2
TXN-01057,CUST-0101,2024-07-15,Property Management,7933.04,25.0,1
TXN-01058,CUST-0103,2025-12-05,Hourly Consultation,1400.18,35.0,1
TXN-01059,CUST-0103,2025-05-27,Litigation Support,35773.68,25.0,1
TXN-01060,CUST-0180,2025-02-03,Product Sale,271.47,15.0,1
TXN-01061,CUST-0052,2024-04-25,Property Listing,2580.8,30.0,1
TXN-01062,CUST-0145,2025-10-10,Implementation Fee,13705.57,20.0,1
TXN-01063,CUST-0002,2025-08-09,Bulk Order,11703.67,12.0,1
TXN-01064,CUST-0140,2025-04-18,Property Listing,3100.69,30.0,1
TXN-01065,CUST-0024,2025-10-12,PPC Campaign,25543.26,18.0,1
TXN-01066,CUST-0193,2024-08-06,Process Optimization,18465.73,22.0,1
TXN-01067,CUST-0144,2025-11-20,Valuation Report,3345.16,35.0,2
TXN-01068,CUST-0193,2024-07-17,Strategy Session,3024.04,30.0,1
TXN-01069,CUST-0070,2025-02-15,Enterprise License,36589.68,35.0,2
TXN-01070,CUST-0129,2025-12-23,Hourly Consultation,505.88,35.0,1
TXN-01071,CUST-0029,2025-10-01,Telemedicine Plan,2051.03,28.0,1
TXN-01072,CUST-0193,2025-06-06,Market Analysis,15200.47,28.0,1
TXN-01073,CUST-0016,2024-04-30,Hourly Consultation,2426.81,35.0,2
TXN-01074,CUST-0086,2024-12-13,Enterprise License,16374.34,35.0,1
TXN-01075,CUST-0043,2025-12-15,Subscription Box,92.88,20.0,1
TXN-01076,CUST-0197,2024-08-31,Website Development,41411.53,25.0,2
TXN-01077,CUST-0002,2025-05-11,Premium Membership,668.08,18.0,2
TXN-01078,CUST-0180,2025-11-08,Premium Membership,268.39,18.0,1
TXN-01079,CUST-0184,2024-02-04,Annual Subscription,1312.86,45.0,1
TXN-01080,CUST-0053,2025-12-20,Implementation Fee,21102.09,20.0,3
TXN-01081,CUST-0116,2025-01-11,Bulk Order,19168.18,12.0,1
TXN-01082,CUST-0042,2025-11-23,Property Management,5919.77,25.0,1
TXN-01083,CUST-0021,2024-07-24,Market Analysis,14908.36,28.0,1
TXN-01084,CUST-0136,2025-07-14,Property Listing,628.31,30.0,1
TXN-01085,CUST-0068,2024-08-27,Bulk Order,40195.56,12.0,1
TXN-01086,CUST-0151,2025-12-08,Hourly Consultation,2692.17,35.0,1
TXN-01087,CUST-0016,2024-04-30,Litigation Support,52231.52,25.0,1
TXN-01088,CUST-0197,2024-06-16,SEO Package,2172.75,20.0,1
TXN-01089,CUST-0104,2025-03-05,Strategy Session,7471.88,30.0,1
TXN-01090,CUST-0143,2024-08-31,Property Management,2418.76,25.0,1
TXN-01091,CUST-0046,2025-03-11,Website Development,24049.95,25.0,1
TXN-01092,CUST-0137,2024-03-09,Valuation Report,3103.19,35.0,1
TXN-01093,CUST-0135,2024-12-25,Premium Membership,507.5,18.0,2
TXN-01094,CUST-0049,2025-11-13,Implementation Fee,20623.27,20.0,1
TXN-01095,CUST-0120,2024-10-03,PPC Campaign,15298.44,18.0,1
TXN-01096,CUST-0186,2025-05-07,Social Media Mgmt,4904.53,22.0,1
TXN-01097,CUST-0126,2024-08-20,Strategy Session,11729.8,30.0,2
TXN-01098,CUST-0164,2024-04-05,Workshop Ticket,1571.31,25.0,1
TXN-01099,CUST-0198,2025-08-11,Process Optimization,37938.39,22.0,1
TXN-01100,CUST-0166,2025-11-11,Telemedicine Plan,812.74,28.0,1
TXN-01101,CUST-0058,2024-08-28,Website Development,39216.01,25.0,1
TXN-01102,CUST-0020,2025-10-12,Valuation Report,2166.19,35.0,1
TXN-01103,CUST-0006,2024-05-24,Corporate Training,22735.14,22.0,1
TXN-01104,CUST-0005,2024-06-24,Website Development,10455.24,25.0,1
TXN-01105,CUST-0165,2025-11-17,Social Media Mgmt,8128.65,22.0,1
TXN-01106,CUST-0007,2024-05-15,PPC Campaign,12082.53,18.0,1
TXN-01107,CUST-0026,2024-06-29,Executive Coaching,16629.51,35.0,1
TXN-01108,CUST-0095,2024-04-14,Bulk Order,22449.27,12.0,1
TXN-01109,CUST-0169,2024-11-08,Executive Coaching,4662.41,35.0,1
TXN-01110,CUST-0110,2025-09-30,Social Media Mgmt,7901.58,22.0,1
TXN-01111,CUST-0028,2025-06-17,Workshop Ticket,1293.08,25.0,1
TXN-01112,CUST-0143,2025-07-18,Consultation Fee,774.89,32.0,1
TXN-01113,CUST-0043,2025-09-13,Bulk Order,35822.14,12.0,2
TXN-01114,CUST-0130,2024-11-06,Process Optimization,12296.49,22.0,1
TXN-01115,CUST-0037,2024-05-17,Corporate Training,21160.59,22.0,1
TXN-01116,CUST-0137,2024-04-29,Property Listing,4318.58,30.0,1
TXN-01117,CUST-0127,2025-04-18,Implementation Fee,7048.18,20.0,1
TXN-01118,CUST-0089,2025-12-22,Strategy Session,3209.7,30.0,1
TXN-01119,CUST-0129,2025-12-14,Retainer,18012.98,28.0,1
TXN-01120,CUST-0128,2024-08-27,SEO Package,6454.13,20.0,3
TXN-01121,CUST-0069,2025-12-06,Premium Membership,807.75,18.0,1
TXN-01122,CUST-0059,2025-10-20,Telemedicine Plan,2057.82,28.0,1
TXN-01123,CUST-0184,2024-01-27,Monthly Subscription,87.49,40.0,3
TXN-01124,CUST-0129,2025-12-03,Hourly Consultation,599.46,35.0,1
TXN-01125,CUST-0090,2024-07-30,Process Optimization,43870.14,22.0,1
TXN-01126,CUST-0076,2024-10-26,Enterprise License,11102.89,35.0,1
TXN-01127,CUST-0160,2024-12-18,Social Media Mgmt,3076.94,22.0,1
TXN-01128,CUST-0161,2025-11-14,Annual Subscription,2802.13,28.0,1
TXN-01129,CUST-0145,2025-10-31,Implementation Fee,6527.12,20.0,1
TXN-01130,CUST-0085,2025-06-02,Property Management,8246.62,25.0,1
TXN-01131,CUST-0052,2024-02-15,Consultation Fee,1680.38,32.0,1
TXN-01132,CUST-0070,2025-11-30,Enterprise License,29966.88,35.0,1
TXN-01133,CUST-0177,2025-11-26,PPC Campaign,22697.26,18.0,1
TXN-01134,CUST-0034,2025-07-31,Hourly Consultation,302.26,35.0,1
TXN-01135,CUST-0068,2024-08-06,Premium Membership,385.03,18.0,1
TXN-01136,CUST-0081,2025-05-08,Implementation Fee,11628.13,20.0,1
TXN-01137,CUST-0020,2025-05-01,Valuation Report,2521.37,35.0,2
TXN-01138,CUST-0065,2025-07-16,Product Sale,517.29,15.0,1
TXN-01139,CUST-0047,2025-12-14,Product Sale,492.11,15.0,1
TXN-01140,CUST-0157,2025-11-28,PPC Campaign,13263.23,18.0,1
TXN-01141,CUST-0152,2025-07-04,Litigation Support,41882.2,25.0,1
TXN-01142,CUST-0093,2025-08-29,Property Management,5836.95,25.0,1
TXN-01143,CUST-0139,2025-12-26,Course Enrollment,1563.31,20.0,1
TXN-01144,CUST-0097,2024-01-07,Market Analysis,22150.24,28.0,1
TXN-01145,CUST-0062,2025-06-03,Retainer,16305.79,28.0,2
TXN-01146,CUST-0024,2025-06-26,Website Development,23494.7,25.0,3
TXN-01147,CUST-0173,2024-04-25,SEO Package,6639.77,20.0,2
TXN-01148,CUST-0171,2025-12-30,Property Listing,2420.3,30.0,1
TXN-01149,CUST-0008,2024-09-06,SEO Package,3598.99,20.0,1
TXN-01150,CUST-0126,2024-09-05,Process Optimization,11609.88,22.0,1
TXN-01151,CUST-0074,2025-10-16,Litigation Support,53189.58,25.0,3
TXN-01152,CUST-0029,2025-06-05,Corporate Health,49366.78,22.0,1
TXN-01153,CUST-0132,2025-03-02,Website Development,31502.0,25.0,1
TXN-01154,CUST-0050,2025-08-07,Market Analysis,15251.31,28.0,1
TXN-01155,CUST-0072,2025-11-04,Consultation Fee,1800.12,32.0,1
TXN-01156,CUST-0181,2025-01-09,Corporate Training,6133.5,22.0,1
TXN-01157,CUST-0199,2024-08-31,Social Media Mgmt,5841.4,22.0,1
TXN-01158,CUST-0074,2024-07-10,Retainer,19850.46,28.0,1
TXN-01159,CUST-0062,2025-03-30,Hourly Consultation,468.67,35.0,1
TXN-01160,CUST-0116,2024-12-04,Subscription Box,141.07,20.0,1
TXN-01161,CUST-0041,2024-11-23,Premium Membership,649.67,18.0,1
TXN-01162,CUST-0124,2025-04-28,Consultation Fee,1124.5,32.0,2
TXN-01163,CUST-0119,2025-11-03,Corporate Training,34690.39,22.0,2
TXN-01164,CUST-0138,2025-03-26,Litigation Support,9107.66,25.0,1
TXN-01165,CUST-0182,2025-02-15,Contract Review,10311.9,30.0,2
TXN-01166,CUST-0189,2025-10-14,Monthly Subscription,90.23,40.0,1
TXN-01167,CUST-0191,2024-11-28,Course Enrollment,2131.02,20.0,1
TXN-01168,CUST-0119,2024-07-04,Workshop Ticket,974.44,25.0,2
TXN-01169,CUST-0105,2024-12-13,Retainer,28306.03,28.0,1
TXN-01170,CUST-0008,2024-12-29,PPC Campaign,8933.12,18.0,1
TXN-01171,CUST-0107,2025-02-16,Product Sale,189.95,15.0,2
TXN-01172,CUST-0172,2024-12-13,Enterprise License,19607.2,35.0,1
TXN-01173,CUST-0048,2024-08-10,Social Media Mgmt,4057.96,22.0,1
TXN-01174,CUST-0181,2025-11-29,Annual Subscription,1230.65,28.0,1
TXN-01175,CUST-0054,2025-06-26,Property Management,3702.75,25.0,1
TXN-01176,CUST-0139,2024-12-24,Corporate Training,19318.29,22.0,1
TXN-01177,CUST-0166,2025-12-22,Corporate Health,29319.44,22.0,1
TXN-01178,CUST-0045,2024-08-08,Property Management,3725.67,25.0,1
TXN-01179,CUST-0055,2025-08-12,Website Development,25646.51,25.0,1
TXN-01180,CUST-0043,2025-12-16,Subscription Box,102.45,20.0,1
TXN-01181,CUST-0200,2025-12-28,Property Listing,2333.83,30.0,1
TXN-01182,CUST-0090,2024-02-05,Executive Coaching,7092.76,35.0,1
TXN-01183,CUST-0081,2025-05-19,Annual Subscription,2184.84,45.0,1
TXN-01184,CUST-0095,2024-09-19,Bulk Order,51222.16,12.0,1
TXN-01185,CUST-0032,2025-02-12,Website Development,29582.87,25.0,1
TXN-01186,CUST-0128,2024-09-12,Social Media Mgmt,9477.94,22.0,1
TXN-01187,CUST-0091,2024-11-20,Social Media Mgmt,9297.15,22.0,3
TXN-01188,CUST-0161,2025-10-20,Course Enrollment,2126.34,20.0,1
TXN-01189,CUST-0043,2025-08-18,Premium Membership,111.31,18.0,1
TXN-01190,CUST-0141,2025-07-26,Process Optimization,36723.48,22.0,1
TXN-01191,CUST-0093,2025-09-02,Property Management,8162.0,25.0,1
TXN-01192,CUST-0159,2025-02-09,Market Analysis,16044.15,28.0,1
TXN-01193,CUST-0036,2025-10-04,Enterprise License,12127.36,35.0,1
TXN-01194,CUST-0038,2024-10-18,Annual Subscription,776.8,45.0,1
TXN-01195,CUST-0191,2024-08-24,Course Enrollment,1113.14,20.0,1
TXN-01196,CUST-0046,2025-02-28,SEO Package,6546.59,20.0,1
TXN-01197,CUST-0122,2025-03-03,Contract Review,8747.78,30.0,1
TXN-01198,CUST-0141,2025-09-07,Market Analysis,12952.05,28.0,1
TXN-01199,CUST-0112,2024-05-13,Executive Coaching,9121.92,35.0,1
TXN-01200,CUST-0153,2025-06-12,Patient Consultation,350.66,30.0,1
TXN-01201,CUST-0127,2025-05-11,Enterprise License,11315.11,35.0,1
TXN-01202,CUST-0036,2024-10-23,Enterprise License,13953.16,35.0,2
TXN-01203,CUST-0180,2025-07-08,Bulk Order,26799.24,12.0,1
TXN-01204,CUST-0178,2025-06-28,SEO Package,6167.64,20.0,2
TXN-01205,CUST-0144,2025-12-08,Property Listing,530.25,30.0,1
TXN-01206,CUST-0120,2024-10-05,Website Development,7362.35,25.0,1
TXN-01207,CUST-0092,2025-09-03,Litigation Support,94363.26,25.0,1
TXN-01208,CUST-0137,2024-04-17,Consultation Fee,2906.22,32.0,1
TXN-01209,CUST-0082,2025-10-09,Executive Coaching,20766.36,35.0,1
TXN-01210,CUST-0066,2024-05-17,Implementation Fee,8788.35,20.0,1
TXN-01211,CUST-0006,2024-04-07,Annual Subscription,2855.47,28.0,1
TXN-01212,CUST-0124,2025-04-19,Property Listing,1894.08,30.0,1
TXN-01213,CUST-0104,2025-08-30,Market Analysis,11311.7,28.0,1
TXN-01214,CUST-0023,2024-03-17,Litigation Support,70604.78,25.0,1
TXN-01215,CUST-0068,2024-06-23,Product Sale,303.48,15.0,1
TXN-01216,CUST-0046,2024-11-16,PPC Campaign,14925.86,18.0,1
TXN-01217,CUST-0042,2025-06-09,Consultation Fee,2631.29,32.0,1
TXN-01218,CUST-0095,2025-11-14,Premium Membership,891.57,18.0,1
TXN-01219,CUST-0003,2025-08-22,SEO Package,4612.14,20.0,1
TXN-01220,CUST-0096,2025-06-30,Market Analysis,22345.65,28.0,1
TXN-01221,CUST-0133,2024-07-12,Subscription Box,126.95,20.0,1
TXN-01222,CUST-0031,2025-03-05,Consultation Fee,2050.07,32.0,1
TXN-01223,CUST-0008,2025-08-25,Website Development,11396.92,25.0,1
TXN-01224,CUST-0177,2025-07-05,Website Development,20315.19,25.0,1
TXN-01225,CUST-0139,2024-06-12,Workshop Ticket,982.6,25.0,2
TXN-01226,CUST-0096,2024-11-05,Process Optimization,60161.5,22.0,1
TXN-01227,CUST-0182,2024-11-18,Contract Review,10295.73,30.0,1
TXN-01228,CUST-0044,2025-06-25,Contract Review,4577.95,30.0,1
TXN-01229,CUST-0192,2025-01-13,Enterprise License,42479.11,35.0,1
TXN-01230,CUST-0178,2024-08-22,SEO Package,3829.1,20.0,1
TXN-01231,CUST-0168,2025-12-30,Social Media Mgmt,6932.01,22.0,1
TXN-01232,CUST-0070,2025-12-23,Enterprise License,19529.88,35.0,1
TXN-01233,CUST-0081,2025-03-08,Monthly Subscription,70.02,40.0,1
TXN-01234,CUST-0105,2025-05-22,Litigation Support,38705.58,25.0,1
TXN-01235,CUST-0166,2025-09-27,Wellness Program,4670.16,25.0,1
TXN-01236,CUST-0185,2025-12-18,Enterprise License,15052.96,35.0,1
TXN-01237,CUST-0105,2025-06-10,Contract Review,6721.02,30.0,1
TXN-01238,CUST-0046,2024-12-07,Social Media Mgmt,1860.06,22.0,1
TXN-01239,CUST-0042,2025-10-06,Property Listing,5435.67,30.0,1
TXN-01240,CUST-0109,2025-12-07,SEO Package,5763.11,20.0,1
TXN-01241,CUST-0074,2025-04-30,Contract Review,9715.76,30.0,3
TXN-01242,CUST-0077,2025-12-09,Wellness Program,10589.87,25.0,1
TXN-01243,CUST-0124,2024-06-15,Valuation Report,3038.36,35.0,1
TXN-01244,CUST-0014,2025-03-26,Property Listing,4928.04,30.0,1
TXN-01245,CUST-0162,2024-12-17,Course Enrollment,2179.18,20.0,1
TXN-01246,CUST-0072,2024-07-03,Property Listing,4536.09,30.0,1
TXN-01247,CUST-0099,2025-08-04,Hourly Consultation,564.75,35.0,1
TXN-01248,CUST-0135,2024-07-27,Premium Membership,253.09,18.0,1
TXN-01249,CUST-0125,2024-10-29,SEO Package,4366.21,20.0,1
TXN-01250,CUST-0146,2024-12-08,PPC Campaign,7580.75,18.0,1
TXN-01251,CUST-0170,2025-03-28,Website Development,24371.38,25.0,1
TXN-01252,CUST-0168,2025-12-09,PPC Campaign,12147.62,18.0,1
TXN-01253,CUST-0032,2024-10-23,Social Media Mgmt,5978.92,22.0,1
TXN-01254,CUST-0060,2025-08-13,Valuation Report,2080.8,35.0,2
TXN-01255,CUST-0019,2025-07-24,Consultation Fee,1681.2,32.0,1
TXN-01256,CUST-0140,2025-07-24,Property Management,9443.7,25.0,1
TXN-01257,CUST-0175,2025-05-04,Corporate Health,31432.64,22.0,1
TXN-01258,CUST-0014,2025-03-20,Valuation Report,4461.74,35.0,3
TXN-01259,CUST-0019,2025-11-23,Consultation Fee,2044.1,32.0,1
TXN-01260,CUST-0047,2024-12-31,Product Sale,270.71,15.0,1
TXN-01261,CUST-0192,2024-09-17,Monthly Subscription,130.49,40.0,1
TXN-01262,CUST-0007,2024-06-09,SEO Package,3458.87,20.0,1
TXN-01263,CUST-0033,2024-10-16,Bulk Order,17956.64,12.0,1
TXN-01264,CUST-0198,2025-05-14,Executive Coaching,7731.07,35.0,1
TXN-01265,CUST-0066,2024-06-25,Implementation Fee,15111.01,20.0,1
TXN-01266,CUST-0083,2025-11-10,Executive Coaching,7297.57,35.0,2
TXN-01267,CUST-0177,2025-05-29,SEO Package,5534.29,20.0,1
TXN-01268,CUST-0107,2024-06-02,Premium Membership,225.13,18.0,1
TXN-01269,CUST-0133,2024-05-18,Subscription Box,169.75,20.0,1
TXN-01270,CUST-0004,2024-06-16,Social Media Mgmt,2390.4,22.0,1
TXN-01271,CUST-0051,2025-06-16,Enterprise License,31882.44,35.0,1
TXN-01272,CUST-0141,2025-06-14,Process Optimization,21976.95,22.0,1
TXN-01273,CUST-0166,2025-11-24,Corporate Health,43486.23,22.0,1
TXN-01274,CUST-0156,2025-12-07,Annual Subscription,3756.38,45.0,1
TXN-01275,CUST-0053,2025-12-22,Enterprise License,7372.73,35.0,2
TXN-01276,CUST-0183,2024-09-16,Course Enrollment,1102.26,20.0,1
TXN-01277,CUST-0068,2025-11-27,Premium Membership,304.8,18.0,1
TXN-01278,CUST-0146,2024-11-23,SEO Package,5134.97,20.0,1
TXN-01279,CUST-0099,2025-11-29,Retainer,7370.79,28.0,1
TXN-01280,CUST-0132,2024-11-29,Website Development,10581.59,25.0,1
TXN-01281,CUST-0125,2025-05-15,Social Media Mgmt,8767.26,22.0,1
TXN-01282,CUST-0167,2025-08-08,PPC Campaign,24175.21,18.0,1
TXN-01283,CUST-0114,2025-11-26,Market Analysis,26726.54,28.0,1
TXN-01284,CUST-0068,2024-11-07,Subscription Box,139.16,20.0,1
TXN-01285,CUST-0070,2025-03-17,Monthly Subscription,208.44,40.0,1
TXN-01286,CUST-0168,2025-02-26,Website Development,17869.24,25.0,1
TXN-01287,CUST-0117,2025-02-15,Enterprise License,41867.46,35.0,1
TXN-01288,CUST-0122,2025-03-20,Retainer,12612.29,28.0,1
TXN-01289,CUST-0063,2024-01-19,PPC Campaign,11534.87,18.0,1
TXN-01290,CUST-0182,2025-04-15,Contract Review,4672.38,30.0,1
TXN-01291,CUST-0144,2025-03-28,Property Management,4392.88,25.0,1
TXN-01292,CUST-0111,2025-09-11,Enterprise License,39657.48,35.0,1
TXN-01293,CUST-0170,2025-03-25,Social Media Mgmt,7517.54,22.0,1
TXN-01294,CUST-0132,2025-11-04,SEO Package,7718.76,20.0,1
TXN-01295,CUST-0036,2025-10-10,Annual Subscription,5148.29,45.0,1
TXN-01296,CUST-0196,2025-12-03,Corporate Health,29832.5,22.0,1
TXN-01297,CUST-0094,2025-10-11,Implementation Fee,7286.05,20.0,1
TXN-01298,CUST-0123,2025-09-06,PPC Campaign,14264.85,18.0,1
TXN-01299,CUST-0185,2025-12-10,Enterprise License,15871.47,35.0,1
TXN-01300,CUST-0172,2025-11-25,Implementation Fee,5420.22,20.0,1
TXN-01301,CUST-0131,2025-10-15,Monthly Subscription,351.86,40.0,1
TXN-01302,CUST-0188,2024-06-21,Course Enrollment,2133.29,20.0,1
TXN-01303,CUST-0146,2024-11-24,PPC Campaign,23774.14,18.0,1
TXN-01304,CUST-0040,2025-02-05,Corporate Health,38379.8,22.0,1
TXN-01305,CUST-0052,2024-03-12,Property Management,9507.36,25.0,1
TXN-01306,CUST-0111,2025-06-03,Annual Subscription,3214.23,45.0,1
TXN-01307,CUST-0110,2025-11-04,Social Media Mgmt,2023.07,22.0,1
TXN-01308,CUST-0098,2024-06-17,Hourly Consultation,1774.65,35.0,1
TXN-01309,CUST-0185,2025-12-20,Monthly Subscription,405.84,40.0,1
TXN-01310,CUST-0162,2025-10-06,Corporate Training,20997.93,22.0,1
TXN-01311,CUST-0006,2024-02-11,Annual Subscription,1323.45,28.0,1
TXN-01312,CUST-0074,2024-07-15,Retainer,8471.19,28.0,1
TXN-01313,CUST-0131,2025-08-18,Enterprise License,9111.34,35.0,1
TXN-01314,CUST-0082,2025-10-19,Strategy Session,10023.89,30.0,2
TXN-01315,CUST-0081,2025-08-26,Monthly Subscription,216.55,40.0,2
TXN-01316,CUST-0030,2025-10-11,PPC Campaign,25730.08,18.0,1
TXN-01317,CUST-0148,2025-08-19,Subscription Box,154.66,20.0,1
TXN-01318,CUST-0170,2025-06-13,Social Media Mgmt,5728.63,22.0,3
TXN-01319,CUST-0197,2024-09-05,Social Media Mgmt,7783.48,22.0,1
TXN-01320,CUST-0129,2025-12-08,Retainer,4799.32,28.0,1
TXN-01321,CUST-0199,2025-02-15,Social Media Mgmt,8338.49,22.0,1
TXN-01322,CUST-0005,2024-08-31,Website Development,41120.17,25.0,1
TXN-01323,CUST-0100,2025-06-26,PPC Campaign,13378.31,18.0,1
TXN-01324,CUST-0155,2024-05-21,Course Enrollment,1108.02,20.0,1
TXN-01325,CUST-0170,2024-12-29,SEO Package,1385.21,20.0,1
TXN-01326,CUST-0176,2025-02-08,Telemedicine Plan,2111.33,28.0,1
TXN-01327,CUST-0101,2025-10-19,Valuation Report,1512.34,35.0,1
TXN-01328,CUST-0059,2024-08-25,Patient Consultation,370.8,30.0,1
TXN-01329,CUST-0061,2025-04-16,Executive Coaching,15705.67,35.0,1
TXN-01330,CUST-0062,2024-11-24,Retainer,21530.49,28.0,1
TXN-01331,CUST-0139,2025-10-29,Corporate Training,26176.65,22.0,1
TXN-01332,CUST-0078,2024-04-22,Property Listing,2330.57,30.0,2
TXN-01333,CUST-0012,2025-08-03,Subscription Box,110.94,20.0,1
TXN-01334,CUST-0041,2024-12-05,Product Sale,49.21,15.0,1
TXN-01335,CUST-0017,2024-06-19,Executive Coaching,20988.47,35.0,1
TXN-01336,CUST-0054,2024-10-11,Valuation Report,1888.13,35.0,1
TXN-01337,CUST-0087,2024-08-10,Premium Membership,394.38,18.0,2
TXN-01338,CUST-0132,2025-06-11,Social Media Mgmt,12551.06,22.0,1
