order_id,date,sku,quantity,unit_price,unit_cost
ORD-002455,2024-06-08,DED-002,3,8.99,3.0
ORD-003268,2024-06-08,SEA-010,10,14.99,6.0
ORD-008061,2024-06-08,DED-001,4,4.99,2.0
ORD-000499,2024-06-08,STB-004,2,7.99,3.0
ORD-004102,2024-06-08,SEA-007,7,11.99,4.0
ORD-007142,2024-06-08,TRD-002,3,19.99,5.0
ORD-007887,2024-06-08,SEA-009,7,24.99,10.0
ORD-006058,2024-06-08,DED-001,1,4.99,2.0
ORD-008499,2024-06-08,STB-006,2,7.99,3.0
ORD-001206,2024-06-09,DED-005,6,24.99,10.0
ORD-009030,2024-06-09,SEA-001,6,19.99,8.0
ORD-008147,2024-06-09,DED-004,3,9.99,4.0
ORD-006950,2024-06-09,STB-005,4,6.99,2.5
ORD-006739,2024-06-09,SEA-006,6,14.99,5.0
ORD-001407,2024-06-09,STB-007,4,5.99,2.0
ORD-006410,2024-06-09,TRD-003,4,29.99,12.0
ORD-005068,2024-06-09,SEA-005,4,59.99,25.0
ORD-004174,2024-06-09,SEA-003,5,29.99,12.0
ORD-009731,2024-06-09,DED-003,4,12.99,5.0
ORD-001317,2024-06-09,STB-002,2,14.99,6.0
ORD-005303,2024-06-09,SEA-003,8,29.99,12.0
ORD-008456,2024-06-09,TRD-005,3,19.99,8.0
ORD-009851,2024-06-09,STB-002,2,14.99,6.0
ORD-003794,2024-06-09,TRD-003,9,29.99,12.0
ORD-003513,2024-06-09,DED-005,3,24.99,10.0
ORD-003213,2024-06-10,DED-005,5,24.99,10.0
ORD-008210,2024-06-10,STB-003,2,12.99,5.0
ORD-007013,2024-06-10,TRD-007,1,39.99,15.0
ORD-004722,2024-06-10,TRD-001,4,39.99,15.0
ORD-005847,2024-06-10,STB-005,5,6.99,2.5
ORD-008993,2024-06-10,DED-002,1,8.99,3.0
ORD-008389,2024-06-10,STB-003,1,12.99,5.0
ORD-001012,2024-06-10,SEA-004,10,34.99,15.0
ORD-006657,2024-06-10,DED-003,1,12.99,5.0
ORD-000162,2024-06-10,STB-003,3,12.99,5.0
ORD-007970,2024-06-10,TRD-002,2,19.99,5.0
ORD-004197,2024-06-10,DED-005,1,24.99,10.0
ORD-009658,2024-06-10,DED-004,2,9.99,4.0
ORD-000338,2024-06-10,DED-002,4,8.99,3.0
ORD-004563,2024-06-10,SEA-005,7,59.99,25.0
ORD-005915,2024-06-10,STB-010,2,4.49,1.5
ORD-000677,2024-06-11,INT-001,1,19.99,8.0
ORD-002910,2024-06-11,TRD-001,4,39.99,15.0
ORD-005573,2024-06-11,SEA-007,4,11.99,4.0
ORD-004150,2024-06-11,DED-005,5,24.99,10.0
ORD-006973,2024-06-11,SEA-002,6,9.99,3.5
ORD-000266,2024-06-11,SEA-003,8,29.99,12.0
ORD-000532,2024-06-11,SEA-003,9,29.99,12.0
ORD-004350,2024-06-11,DED-002,1,8.99,3.0
ORD-002384,2024-06-11,STB-002,1,14.99,6.0
ORD-004357,2024-06-11,SEA-010,7,14.99,6.0
ORD-008172,2024-06-11,DED-003,3,12.99,5.0
ORD-001252,2024-06-12,INT-008,2,299.99,100.0
ORD-000184,2024-06-12,DED-004,2,9.99,4.0
ORD-000933,2024-06-12,SEA-004,10,34.99,15.0
ORD-003033,2024-06-12,STB-003,4,12.99,5.0
ORD-003178,2024-06-12,DED-005,4,24.99,10.0
ORD-008158,2024-06-12,TRD-006,1,24.99,10.0
ORD-001635,2024-06-12,SEA-005,9,59.99,25.0
ORD-000504,2024-06-12,SEA-004,4,34.99,15.0
ORD-005826,2024-06-12,SEA-003,9,29.99,12.0
ORD-008127,2024-06-12,DED-005,1,24.99,10.0
ORD-001763,2024-06-13,STB-005,2,6.99,2.5
ORD-005524,2024-06-13,TRD-008,4,14.99,3.0
ORD-004910,2024-06-13,SEA-001,9,19.99,8.0
ORD-006896,2024-06-13,STB-007,4,5.99,2.0
ORD-000927,2024-06-13,TRD-004,2,24.99,10.0
ORD-009943,2024-06-13,DED-004,1,9.99,4.0
ORD-000129,2024-06-13,TRD-004,5,24.99,10.0
ORD-008749,2024-06-13,DED-001,5,4.99,2.0
ORD-004846,2024-06-13,STB-004,1,7.99,3.0
ORD-008795,2024-06-13,STB-002,6,14.99,6.0
ORD-003438,2024-06-13,INT-004,5,149.99,60.0
ORD-006456,2024-06-13,SEA-005,4,59.99,25.0
ORD-000034,2024-06-14,DED-001,1,4.99,2.0
ORD-006697,2024-06-14,DED-003,2,12.99,5.0
ORD-002924,2024-06-14,DED-001,1,4.99,2.0
ORD-007509,2024-06-14,DED-002,3,8.99,3.0
ORD-002044,2024-06-14,DED-005,1,24.99,10.0
ORD-009231,2024-06-14,DED-004,2,9.99,4.0
ORD-002612,2024-06-14,TRD-002,3,19.99,5.0
ORD-002504,2024-06-14,SEA-001,6,19.99,8.0
ORD-000642,2024-06-14,SEA-009,14,24.99,10.0
ORD-006150,2024-06-14,STB-002,3,14.99,6.0
ORD-005631,2024-06-14,INT-006,2,199.99,80.0
ORD-001893,2024-06-14,STB-006,1,7.99,3.0
ORD-008263,2024-06-14,SEA-002,8,9.99,3.5
ORD-005248,2024-06-14,SEA-008,9,5.99,2.0
ORD-003611,2024-06-15,STB-010,2,4.49,1.5
ORD-000555,2024-06-15,DED-005,4,24.99,10.0
ORD-002478,2024-06-15,SEA-007,6,11.99,4.0
ORD-000113,2024-06-15,DED-005,3,24.99,10.0
ORD-003874,2024-06-15,SEA-004,12,34.99,15.0
ORD-006225,2024-06-15,DED-003,4,12.99,5.0
ORD-003978,2024-06-15,TRD-001,5,39.99,15.0
ORD-005943,2024-06-15,TRD-008,5,14.99,3.0
ORD-007562,2024-06-16,TRD-008,3,14.99,3.0
ORD-000250,2024-06-16,SEA-001,6,19.99,8.0
ORD-000366,2024-06-16,INT-001,1,19.99,8.0
ORD-006665,2024-06-16,SEA-006,8,14.99,5.0
ORD-003499,2024-06-16,DED-004,3,9.99,4.0
ORD-000166,2024-06-16,STB-008,4,3.99,1.5
ORD-003463,2024-06-16,SEA-008,8,5.99,2.0
ORD-005601,2024-06-16,SEA-001,6,19.99,8.0
ORD-002787,2024-06-16,STB-008,1,3.99,1.5
ORD-004939,2024-06-16,SEA-002,12,9.99,3.5
ORD-005349,2024-06-16,DED-001,2,4.99,2.0
ORD-000833,2024-06-16,STB-008,3,3.99,1.5
ORD-007669,2024-06-16,SEA-006,11,14.99,5.0
ORD-007088,2024-06-16,TRD-002,3,19.99,5.0
ORD-008771,2024-06-16,TRD-005,4,19.99,8.0
ORD-000789,2024-06-17,DED-003,4,12.99,5.0
ORD-007765,2024-06-17,SEA-002,8,9.99,3.5
ORD-002033,2024-06-17,DED-005,2,24.99,10.0
ORD-002703,2024-06-17,SEA-005,8,59.99,25.0
ORD-005251,2024-06-17,DED-004,2,9.99,4.0
ORD-001396,2024-06-17,TRD-004,6,24.99,10.0
ORD-004457,2024-06-17,STB-001,2,9.99,4.0
ORD-002281,2024-06-17,STB-010,4,4.49,1.5
ORD-003609,2024-06-17,STB-005,4,6.99,2.5
ORD-009086,2024-06-17,STB-006,2,7.99,3.0
ORD-006364,2024-06-17,DED-004,2,9.99,4.0
ORD-005604,2024-06-17,SEA-004,11,34.99,15.0
ORD-003677,2024-06-17,TRD-005,4,19.99,8.0
ORD-003495,2024-06-17,SEA-005,2,59.99,25.0
ORD-005773,2024-06-17,SEA-004,7,34.99,15.0
ORD-005267,2024-06-18,DED-003,9,12.99,5.0
ORD-007496,2024-06-18,STB-008,3,3.99,1.5
ORD-003889,2024-06-18,DED-004,4,9.99,4.0
ORD-008787,2024-06-18,STB-005,2,6.99,2.5
ORD-001413,2024-06-18,INT-008,6,299.99,100.0
ORD-007751,2024-06-18,SEA-003,11,29.99,12.0
ORD-005059,2024-06-18,DED-003,1,12.99,5.0
ORD-000240,2024-06-18,SEA-010,1,14.99,6.0
ORD-000510,2024-06-18,DED-001,2,4.99,2.0
ORD-009696,2024-06-18,SEA-005,9,59.99,25.0
ORD-000902,2024-06-19,SEA-004,8,34.99,15.0
ORD-004044,2024-06-19,STB-005,1,6.99,2.5
ORD-008746,2024-06-19,TRD-002,2,19.99,5.0
ORD-001305,2024-06-19,SEA-007,7,11.99,4.0
ORD-000095,2024-06-19,SEA-007,7,11.99,4.0
ORD-000591,2024-06-19,STB-008,3,3.99,1.5
ORD-005111,2024-06-19,TRD-008,2,14.99,3.0
ORD-005003,2024-06-19,STB-009,3,4.99,2.5
ORD-007548,2024-06-19,STB-010,2,4.49,1.5
ORD-009270,2024-06-20,TRD-008,4,14.99,3.0
ORD-005816,2024-06-20,DED-003,3,12.99,5.0
ORD-005199,2024-06-20,DED-005,3,24.99,10.0
ORD-006201,2024-06-20,TRD-005,6,19.99,8.0
ORD-001403,2024-06-20,DED-005,2,24.99,10.0
ORD-002758,2024-06-20,DED-001,3,4.99,2.0
ORD-008863,2024-06-20,DED-005,6,24.99,10.0
ORD-007360,2024-06-20,SEA-002,10,9.99,3.5
ORD-008704,2024-06-20,STB-002,1,14.99,6.0
ORD-005687,2024-06-21,SEA-001,10,19.99,8.0
ORD-009857,2024-06-21,SEA-008,8,5.99,2.0
ORD-009863,2024-06-21,SEA-010,9,14.99,6.0
ORD-007618,2024-06-21,SEA-004,7,34.99,15.0
ORD-005554,2024-06-21,STB-009,1,4.99,2.5
ORD-006790,2024-06-21,SEA-005,7,59.99,25.0
ORD-006268,2024-06-21,TRD-001,5,39.99,15.0
ORD-005813,2024-06-21,TRD-008,8,14.99,3.0
ORD-001502,2024-06-21,STB-006,3,7.99,3.0
ORD-007071,2024-06-21,SEA-010,7,14.99,6.0
ORD-006061,2024-06-21,SEA-007,9,11.99,4.0
ORD-002611,2024-06-21,STB-002,4,14.99,6.0
ORD-008220,2024-06-22,STB-002,3,14.99,6.0
ORD-007556,2024-06-22,INT-003,6,59.99,25.0
ORD-001467,2024-06-22,TRD-008,3,14.99,3.0
ORD-006941,2024-06-22,DED-002,3,8.99,3.0
ORD-005547,2024-06-22,DED-001,2,4.99,2.0
ORD-007411,2024-06-22,SEA-005,7,59.99,25.0
ORD-006978,2024-06-22,DED-004,2,9.99,4.0
ORD-009978,2024-06-22,SEA-009,11,24.99,10.0
ORD-001641,2024-06-22,INT-007,4,179.99,70.0
ORD-003681,2024-06-22,SEA-010,3,14.99,6.0
ORD-001934,2024-06-22,DED-005,4,24.99,10.0
ORD-007785,2024-06-22,DED-002,6,8.99,3.0
ORD-000361,2024-06-22,SEA-008,6,5.99,2.0
ORD-006299,2024-06-23,STB-007,1,5.99,2.0
ORD-002932,2024-06-23,DED-004,3,9.99,4.0
ORD-007662,2024-06-23,SEA-003,10,29.99,12.0
ORD-006921,2024-06-23,SEA-003,10,29.99,12.0
ORD-008941,2024-06-23,DED-005,1,24.99,10.0
ORD-008531,2024-06-23,TRD-008,3,14.99,3.0
ORD-002775,2024-06-23,SEA-002,7,9.99,3.5
ORD-000466,2024-06-23,TRD-007,3,39.99,15.0
ORD-002230,2024-06-23,SEA-006,8,14.99,5.0
ORD-002780,2024-06-23,DED-004,2,9.99,4.0
ORD-005740,2024-06-23,SEA-006,10,14.99,5.0
ORD-009321,2024-06-23,SEA-006,12,14.99,5.0
ORD-007041,2024-06-24,SEA-004,7,34.99,15.0
ORD-008551,2024-06-24,STB-005,4,6.99,2.5
ORD-003984,2024-06-24,TRD-004,3,24.99,10.0
ORD-002032,2024-06-24,TRD-001,4,39.99,15.0
ORD-004789,2024-06-24,SEA-004,9,34.99,15.0
ORD-006847,2024-06-24,STB-003,4,12.99,5.0
ORD-006589,2024-06-24,DED-004,1,9.99,4.0
ORD-006960,2024-06-24,SEA-006,4,14.99,5.0
ORD-002907,2024-06-24,INT-008,2,299.99,100.0
ORD-007697,2024-06-24,TRD-004,2,24.99,10.0
ORD-003359,2024-06-24,DED-002,4,8.99,3.0
ORD-005392,2024-06-24,SEA-007,9,11.99,4.0
ORD-002682,2024-06-24,SEA-004,1,34.99,15.0
ORD-004988,2024-06-24,STB-004,3,7.99,3.0
ORD-008939,2024-06-24,STB-002,1,14.99,6.0
ORD-007606,2024-06-25,SEA-008,7,5.99,2.0
ORD-009537,2024-06-25,DED-002,5,8.99,3.0
ORD-000182,2024-06-25,STB-005,7,6.99,2.5
ORD-001720,2024-06-25,DED-001,3,4.99,2.0
ORD-007423,2024-06-25,SEA-010,5,14.99,6.0
ORD-005951,2024-06-25,DED-002,4,8.99,3.0
ORD-005961,2024-06-25,TRD-004,7,24.99,10.0
ORD-003171,2024-06-25,TRD-002,1,19.99,5.0
ORD-003431,2024-06-25,SEA-005,6,59.99,25.0
ORD-003205,2024-06-25,DED-002,3,8.99,3.0
ORD-006079,2024-06-25,DED-003,3,12.99,5.0
ORD-001229,2024-06-25,STB-009,3,4.99,2.5
ORD-009074,2024-06-25,DED-004,3,9.99,4.0
ORD-006681,2024-06-25,STB-005,2,6.99,2.5
ORD-000044,2024-06-25,TRD-001,4,39.99,15.0
ORD-002545,2024-06-25,STB-004,5,7.99,3.0
ORD-006400,2024-06-26,DED-003,3,12.99,5.0
ORD-008681,2024-06-26,STB-001,3,9.99,4.0
ORD-008190,2024-06-26,SEA-007,8,11.99,4.0
ORD-005926,2024-06-26,TRD-005,6,19.99,8.0
ORD-004462,2024-06-26,SEA-005,5,59.99,25.0
ORD-004108,2024-06-26,STB-008,10,3.99,1.5
ORD-006687,2024-06-26,SEA-002,6,9.99,3.5
ORD-008913,2024-06-26,SEA-001,5,19.99,8.0
ORD-005028,2024-06-26,DED-004,2,9.99,4.0
ORD-004731,2024-06-26,STB-005,3,6.99,2.5
ORD-002010,2024-06-26,DED-002,3,8.99,3.0
ORD-008536,2024-06-26,STB-001,1,9.99,4.0
ORD-002428,2024-06-27,STB-005,5,6.99,2.5
ORD-006714,2024-06-27,DED-005,8,24.99,10.0
ORD-008649,2024-06-27,TRD-002,3,19.99,5.0
ORD-000514,2024-06-27,STB-004,5,7.99,3.0
ORD-007151,2024-06-27,DED-004,3,9.99,4.0
ORD-009291,2024-06-27,STB-005,5,6.99,2.5
ORD-004897,2024-06-27,DED-005,4,24.99,10.0
ORD-002194,2024-06-27,STB-010,1,4.49,1.5
ORD-007665,2024-06-27,SEA-006,9,14.99,5.0
ORD-000866,2024-06-27,DED-001,1,4.99,2.0
ORD-004293,2024-06-27,SEA-001,8,19.99,8.0
ORD-002127,2024-06-27,SEA-008,4,5.99,2.0
ORD-005553,2024-06-27,TRD-003,3,29.99,12.0
ORD-002399,2024-06-28,SEA-006,8,14.99,5.0
ORD-008475,2024-06-28,DED-001,5,4.99,2.0
ORD-005126,2024-06-28,STB-005,6,6.99,2.5
ORD-005370,2024-06-28,SEA-010,5,14.99,6.0
ORD-007649,2024-06-28,DED-005,1,24.99,10.0
ORD-009772,2024-06-28,DED-001,1,4.99,2.0
ORD-007021,2024-06-28,DED-003,2,12.99,5.0
ORD-000155,2024-06-28,STB-008,3,3.99,1.5
ORD-000167,2024-06-28,DED-001,4,4.99,2.0
ORD-003782,2024-06-28,DED-002,3,8.99,3.0
ORD-000332,2024-06-28,STB-004,2,7.99,3.0
ORD-000367,2024-06-28,STB-004,3,7.99,3.0
ORD-000838,2024-06-28,DED-004,8,9.99,4.0
ORD-006030,2024-06-28,STB-001,4,9.99,4.0
ORD-006918,2024-06-28,STB-001,5,9.99,4.0
ORD-001692,2024-06-28,TRD-006,2,24.99,10.0
ORD-007259,2024-06-28,SEA-010,5,14.99,6.0
ORD-000792,2024-06-28,TRD-007,4,39.99,15.0
ORD-004062,2024-06-28,STB-010,2,4.49,1.5
ORD-004679,2024-06-28,STB-005,2,6.99,2.5
ORD-003347,2024-06-28,TRD-002,4,19.99,5.0
ORD-002840,2024-06-29,SEA-010,6,14.99,6.0
ORD-004826,2024-06-29,TRD-004,3,24.99,10.0
ORD-003790,2024-06-29,STB-006,4,7.99,3.0
ORD-002843,2024-06-29,SEA-008,13,5.99,2.0
ORD-004215,2024-06-29,DED-002,1,8.99,3.0
ORD-002085,2024-06-29,TRD-005,5,19.99,8.0
ORD-004758,2024-06-29,SEA-002,5,9.99,3.5
ORD-009913,2024-06-29,DED-002,4,8.99,3.0
ORD-000481,2024-06-29,DED-001,2,4.99,2.0
ORD-006655,2024-06-29,SEA-006,10,14.99,5.0
ORD-007073,2024-06-29,STB-006,6,7.99,3.0
ORD-007720,2024-06-29,SEA-010,9,14.99,6.0
ORD-007309,2024-06-29,TRD-006,1,24.99,10.0
ORD-004871,2024-06-29,STB-006,2,7.99,3.0
ORD-007191,2024-06-30,STB-005,2,6.99,2.5
ORD-003493,2024-06-30,STB-002,1,14.99,6.0
ORD-006795,2024-06-30,INT-001,4,19.99,8.0
ORD-000728,2024-06-30,TRD-005,3,19.99,8.0
ORD-004408,2024-06-30,DED-001,1,4.99,2.0
ORD-005222,2024-06-30,SEA-001,10,19.99,8.0
ORD-009256,2024-06-30,STB-006,3,7.99,3.0
ORD-002295,2024-06-30,SEA-006,4,14.99,5.0
ORD-003232,2024-06-30,DED-005,4,24.99,10.0
ORD-002335,2024-06-30,TRD-008,6,14.99,3.0
ORD-009541,2024-06-30,SEA-004,6,34.99,15.0
ORD-003596,2024-06-30,DED-002,3,8.99,3.0
ORD-008756,2024-06-30,STB-001,3,9.99,4.0
ORD-004778,2024-07-01,INT-002,2,99.99,40.0
ORD-004516,2024-07-01,DED-005,3,24.99,10.0
ORD-001429,2024-07-01,STB-009,4,4.99,2.5
ORD-005401,2024-07-01,TRD-001,5,39.99,15.0
ORD-003054,2024-07-01,STB-007,1,5.99,2.0
ORD-003628,2024-07-01,DED-001,4,4.99,2.0
ORD-002407,2024-07-01,STB-010,5,4.49,1.5
ORD-004786,2024-07-01,DED-002,4,8.99,3.0
ORD-005381,2024-07-01,SEA-010,15,14.99,6.0
ORD-006447,2024-07-01,DED-003,2,12.99,5.0
ORD-007215,2024-07-01,TRD-001,3,39.99,15.0
ORD-005087,2024-07-02,SEA-003,10,29.99,12.0
ORD-001587,2024-07-02,TRD-001,6,39.99,15.0
ORD-009153,2024-07-02,STB-003,3,12.99,5.0
ORD-005920,2024-07-02,DED-002,3,8.99,3.0
ORD-006160,2024-07-02,SEA-006,6,14.99,5.0
ORD-003829,2024-07-02,DED-003,4,12.99,5.0
ORD-002549,2024-07-02,TRD-004,4,24.99,10.0
ORD-006414,2024-07-02,STB-006,4,7.99,3.0
ORD-009849,2024-07-02,INT-006,2,199.99,80.0
ORD-002725,2024-07-02,STB-008,6,3.99,1.5
ORD-003572,2024-07-02,STB-005,2,6.99,2.5
ORD-002627,2024-07-02,SEA-002,11,9.99,3.5
ORD-005566,2024-07-02,STB-003,2,12.99,5.0
ORD-001991,2024-07-03,TRD-006,6,24.99,10.0
ORD-005774,2024-07-03,SEA-009,8,24.99,10.0
ORD-002229,2024-07-03,TRD-003,5,29.99,12.0
ORD-003819,2024-07-03,STB-001,7,9.99,4.0
ORD-003274,2024-07-03,TRD-007,1,39.99,15.0
ORD-002088,2024-07-03,STB-007,4,5.99,2.0
ORD-005821,2024-07-03,STB-007,3,5.99,2.0
ORD-000353,2024-07-03,SEA-010,10,14.99,6.0
ORD-002683,2024-07-03,TRD-004,7,24.99,10.0
ORD-008275,2024-07-03,STB-007,2,5.99,2.0
ORD-008087,2024-07-03,DED-005,2,24.99,10.0
ORD-002974,2024-07-03,DED-002,3,8.99,3.0
ORD-004162,2024-07-03,STB-007,7,5.99,2.0
ORD-002799,2024-07-03,DED-004,1,9.99,4.0
ORD-002845,2024-07-04,DED-004,6,9.99,4.0
ORD-005226,2024-07-04,SEA-010,6,14.99,6.0
ORD-002432,2024-07-04,SEA-001,8,19.99,8.0
ORD-000632,2024-07-04,DED-002,6,8.99,3.0
ORD-003234,2024-07-04,DED-002,3,8.99,3.0
ORD-008544,2024-07-04,DED-002,5,8.99,3.0
ORD-009964,2024-07-04,DED-001,3,4.99,2.0
ORD-000976,2024-07-04,DED-004,5,9.99,4.0
ORD-006190,2024-07-04,SEA-001,10,19.99,8.0
ORD-005804,2024-07-04,STB-007,3,5.99,2.0
ORD-005659,2024-07-04,DED-003,1,12.99,5.0
ORD-000711,2024-07-04,STB-006,3,7.99,3.0
ORD-005132,2024-07-04,DED-005,4,24.99,10.0
ORD-001218,2024-07-04,SEA-009,11,24.99,10.0
ORD-006463,2024-07-04,DED-004,3,9.99,4.0
ORD-007980,2024-07-04,DED-002,3,8.99,3.0
ORD-009404,2024-07-04,DED-005,2,24.99,10.0
ORD-007534,2024-07-05,SEA-002,10,9.99,3.5
ORD-005131,2024-07-05,STB-003,1,12.99,5.0
ORD-000534,2024-07-05,SEA-010,9,14.99,6.0
ORD-000448,2024-07-05,SEA-008,8,5.99,2.0
ORD-005423,2024-07-05,SEA-004,11,34.99,15.0
ORD-003026,2024-07-05,TRD-005,3,19.99,8.0
ORD-005021,2024-07-05,DED-004,7,9.99,4.0
ORD-003875,2024-07-05,STB-010,3,4.49,1.5
ORD-006733,2024-07-05,INT-001,4,19.99,8.0
ORD-001450,2024-07-05,STB-004,1,7.99,3.0
ORD-005335,2024-07-06,TRD-001,8,39.99,15.0
ORD-004866,2024-07-06,DED-002,2,8.99,3.0
ORD-009429,2024-07-06,DED-003,2,12.99,5.0
ORD-008783,2024-07-06,SEA-007,9,11.99,4.0
ORD-007611,2024-07-06,SEA-005,12,59.99,25.0
ORD-001116,2024-07-06,SEA-005,9,59.99,25.0
ORD-001600,2024-07-06,TRD-007,4,39.99,15.0
ORD-004564,2024-07-06,TRD-002,2,19.99,5.0
ORD-005434,2024-07-06,INT-008,4,299.99,100.0
ORD-007150,2024-07-06,TRD-008,5,14.99,3.0
ORD-004595,2024-07-06,SEA-006,8,14.99,5.0
ORD-005081,2024-07-06,TRD-001,1,39.99,15.0
ORD-007786,2024-07-06,DED-004,2,9.99,4.0
ORD-004106,2024-07-06,SEA-008,6,5.99,2.0
ORD-006088,2024-07-06,DED-002,6,8.99,3.0
ORD-003537,2024-07-06,TRD-006,1,24.99,10.0
ORD-004022,2024-07-06,DED-003,4,12.99,5.0
ORD-001393,2024-07-07,DED-005,2,24.99,10.0
ORD-009999,2024-07-07,TRD-001,7,39.99,15.0
ORD-002413,2024-07-07,SEA-005,8,59.99,25.0
ORD-000689,2024-07-07,TRD-002,4,19.99,5.0
ORD-009743,2024-07-07,SEA-003,11,29.99,12.0
ORD-004254,2024-07-07,DED-004,5,9.99,4.0
ORD-004959,2024-07-07,DED-004,3,9.99,4.0
ORD-001795,2024-07-07,DED-002,3,8.99,3.0
ORD-007778,2024-07-07,TRD-001,5,39.99,15.0
ORD-007869,2024-07-07,SEA-001,4,19.99,8.0
ORD-002964,2024-07-07,DED-002,2,8.99,3.0
ORD-004618,2024-07-08,DED-002,5,8.99,3.0
ORD-007214,2024-07-08,DED-004,3,9.99,4.0
ORD-008794,2024-07-08,DED-001,2,4.99,2.0
ORD-002568,2024-07-08,STB-007,2,5.99,2.0
ORD-007722,2024-07-08,TRD-001,5,39.99,15.0
ORD-005701,2024-07-08,TRD-007,5,39.99,15.0
ORD-007971,2024-07-08,TRD-008,6,14.99,3.0
ORD-007377,2024-07-09,STB-003,7,12.99,5.0
ORD-004522,2024-07-09,TRD-005,2,19.99,8.0
ORD-004069,2024-07-09,STB-010,3,4.49,1.5
ORD-005456,2024-07-09,SEA-009,10,24.99,10.0
ORD-005806,2024-07-09,SEA-005,6,59.99,25.0
ORD-002371,2024-07-09,SEA-002,11,9.99,3.5
ORD-009283,2024-07-09,DED-002,3,8.99,3.0
ORD-005184,2024-07-09,DED-001,4,4.99,2.0
ORD-009360,2024-07-09,DED-005,4,24.99,10.0
ORD-001194,2024-07-09,STB-009,3,4.99,2.5
ORD-004064,2024-07-09,SEA-004,6,34.99,15.0
ORD-008591,2024-07-09,STB-004,5,7.99,3.0
ORD-009889,2024-07-09,SEA-005,5,59.99,25.0
ORD-005145,2024-07-09,STB-006,3,7.99,3.0
ORD-009075,2024-07-09,TRD-007,7,39.99,15.0
ORD-000894,2024-07-09,SEA-010,14,14.99,6.0
ORD-002054,2024-07-09,SEA-002,4,9.99,3.5
ORD-004764,2024-07-10,SEA-001,15,19.99,8.0
ORD-005698,2024-07-10,DED-005,2,24.99,10.0
ORD-008758,2024-07-10,DED-002,1,8.99,3.0
ORD-006409,2024-07-10,TRD-003,5,29.99,12.0
ORD-002846,2024-07-10,INT-007,3,179.99,70.0
ORD-005043,2024-07-10,DED-003,2,12.99,5.0
ORD-007322,2024-07-10,STB-002,2,14.99,6.0
ORD-003406,2024-07-10,DED-004,3,9.99,4.0
ORD-000359,2024-07-10,SEA-004,7,34.99,15.0
ORD-008793,2024-07-10,TRD-006,5,24.99,10.0
ORD-001476,2024-07-10,SEA-006,12,14.99,5.0
ORD-008970,2024-07-11,DED-003,1,12.99,5.0
ORD-005617,2024-07-11,INT-008,2,299.99,100.0
ORD-000640,2024-07-11,SEA-001,6,19.99,8.0
ORD-007441,2024-07-11,DED-002,3,8.99,3.0
ORD-003944,2024-07-11,TRD-006,9,24.99,10.0
ORD-009076,2024-07-11,STB-007,2,5.99,2.0
ORD-008645,2024-07-11,STB-007,2,5.99,2.0
ORD-007551,2024-07-11,DED-002,5,8.99,3.0
ORD-004943,2024-07-11,STB-007,4,5.99,2.0
ORD-008144,2024-07-11,DED-001,4,4.99,2.0
ORD-008203,2024-07-11,DED-004,1,9.99,4.0
ORD-000136,2024-07-11,TRD-008,4,14.99,3.0
ORD-004464,2024-07-11,INT-003,1,59.99,25.0
ORD-004399,2024-07-11,DED-001,4,4.99,2.0
ORD-000390,2024-07-11,TRD-007,5,39.99,15.0
ORD-009286,2024-07-11,STB-009,3,4.99,2.5
ORD-009933,2024-07-12,STB-007,1,5.99,2.0
ORD-002269,2024-07-12,SEA-001,7,19.99,8.0
ORD-009402,2024-07-12,STB-006,5,7.99,3.0
ORD-007063,2024-07-12,TRD-005,9,19.99,8.0
ORD-006786,2024-07-12,TRD-004,3,24.99,10.0
ORD-003945,2024-07-12,STB-003,4,12.99,5.0
ORD-005696,2024-07-12,STB-006,1,7.99,3.0
ORD-004103,2024-07-12,SEA-004,9,34.99,15.0
ORD-000484,2024-07-12,DED-001,1,4.99,2.0
ORD-005892,2024-07-12,INT-005,2,119.99,45.0
ORD-003080,2024-07-12,SEA-008,13,5.99,2.0
ORD-005089,2024-07-12,STB-005,2,6.99,2.5
ORD-006354,2024-07-12,DED-002,4,8.99,3.0
ORD-003260,2024-07-12,SEA-007,11,11.99,4.0
ORD-004559,2024-07-12,TRD-008,6,14.99,3.0
ORD-001307,2024-07-13,STB-003,3,12.99,5.0
ORD-001437,2024-07-13,DED-005,3,24.99,10.0
ORD-007784,2024-07-13,TRD-004,6,24.99,10.0
ORD-005133,2024-07-13,STB-009,1,4.99,2.5
ORD-009663,2024-07-13,SEA-004,4,34.99,15.0
ORD-008268,2024-07-13,DED-001,2,4.99,2.0
ORD-006143,2024-07-13,DED-004,3,9.99,4.0
ORD-004024,2024-07-13,DED-003,2,12.99,5.0
ORD-000464,2024-07-13,TRD-005,6,19.99,8.0
ORD-004493,2024-07-13,DED-002,3,8.99,3.0
ORD-005829,2024-07-13,SEA-004,8,34.99,15.0
ORD-007143,2024-07-13,SEA-002,7,9.99,3.5
ORD-002208,2024-07-14,DED-002,3,8.99,3.0
ORD-008000,2024-07-14,SEA-009,9,24.99,10.0
ORD-006373,2024-07-14,STB-002,5,14.99,6.0
ORD-002130,2024-07-14,INT-008,3,299.99,100.0
ORD-001707,2024-07-14,DED-001,3,4.99,2.0
ORD-008425,2024-07-14,STB-007,4,5.99,2.0
ORD-004804,2024-07-14,TRD-005,5,19.99,8.0
ORD-001906,2024-07-14,SEA-007,8,11.99,4.0
